Status,Population,State,City
active,"10,312",KS,Coffeyville
active,"4,803",KS,Colby
active,"15,025",NY,Cohoes
active,"5,809",KY,Cold Spring
active,"4,396",OH,Coldwater
active,"10,514",MI,Coldwater
active,"19,969",GA,College Park
active,"4,691",TX,Coleman
active,"26,925",MD,College Park
active,"8,978",WA,College Place
active,"84,128",TX,College Station
active,"7,947",TN,Collegedale
active,"5,058",PA,Collegeville
active,"8,365",PA,Collingdale
active,"24,428",TX,Colleyville
active,"39,211",TN,Collierville
active,"13,817",NJ,Collingswood
active,"5,039",OK,Collinsville
active,"5,232",IL,Colona
active,"25,960",IL,Collinsville
active,"17,768",VA,Colonial Heights
active,"8,591",NY,Colonie
active,"4,750",AZ,Colorado City
active,"380,307",CO,Colorado Springs
active,"10,033",PA,Columbia
active,"34,402",TN,Columbia
active,"50,517",CA,Colton
active,"127,029",SC,Columbia
active,"6,567",MS,Columbia
active,"100,733",MO,Columbia
active,"9,342",IL,Columbia
active,"8,283",IN,Columbia City
active,"5,981",OH,Columbiana
active,"5,261",MT,Columbia Falls
active,"18,210",MN,Columbia Heights
active,"5,093",WI,Columbus
active,"40,001",IN,Columbus
active,"754,885",OH,Columbus
active,"21,595",NE,Columbus
active,"23,798",MS,Columbus
active,"5,892",CA,Colusa
active,"186,984",GA,Columbus
active,"4,929",WA,Colville
active,"9,238",TX,Commerce
active,"13,435",CA,Commerce
active,"6,394",GA,Commerce
active,"42,473",CO,Commerce City
active,"93,851",CA,Compton
active,"66,311",NC,Concord
active,"42,255",NH,Concord
active,"121,160",CA,Concord
active,"5,208",KS,Concordia
active,"12,355",OH,Conneaut
active,"8,468",PA,Connellsville
active,"13,931",IN,Connersville
active,"7,286",NC,Conover
active,"8,409",PA,Conshohocken
active,"17,510",TX,Converse
active,"55,429",TX,Conroe
active,"15,894",SC,Conway
active,"57,544",AR,Conway
active,"29,234",TN,Cookeville
active,"13,545",GA,Conyers
active,"10,261",AZ,Coolidge
active,"29,422",FL,Cooper City
active,"61,832",MN,Coon Rapids
active,"15,665",OR,Coos Bay
active,"30,710",TX,Copperas Cove
active,"39,154",TX,Coppell
active,"42,781",FL,Coral Gables
active,"125,783",FL,Coral Springs
active,"18,478",IA,Coralville
active,"5,606",PA,Coraopolis
active,"5,630",MN,Corcoran
active,"8,324",KY,Corbin
active,"11,518",GA,Cordele
active,"20,773",TX,Corinth
active,"25,139",CA,Corcoran
active,"14,253",MS,Corinth
active,"7,207",CA,Corning
active,"11,464",OR,Cornelius
active,"24,487",NC,Cornelius
active,"10,281",NY,Corning
active,"149,923",CA,Corona
active,"22,633",CA,Coronado
active,"286,462",TX,Corpus Christi
active,"7,787",NM,Corrales
active,"9,245",CA,Corte Madera
active,"26,459",TX,Corsicana
active,"8,609",CO,Cortez
active,"6,307",PA,Corry
active,"6,364",OH,Cortland
active,"18,434",NY,Cortland
active,"110,080",CA,Costa Mesa
active,"11,353",OH,Coshocton
active,"51,110",OR,Corvallis
active,"7,169",CA,Cotati
active,"6,166",WI,Cottage Grove
active,"33,623",MN,Cottage Grove
active,"9,124",OR,Cottage Grove
active,"35,418",UT,Cottonwood Heights
active,"59,536",IA,Council Bluffs
active,"16,723",IL,Country Club Hills
active,"11,412",AZ,Cottonwood
active,"5,795",IL,Countryside
active,"46,944",CA,Covina
active,"18,115",WA,Covington
active,"6,120",VA,Covington
active,"9,253",TN,Covington
active,"9,155",LA,Covington
active,"43,235",KY,Covington
active,"14,980",GA,Covington
active,"9,096",OK,Coweta
active,"79,980",RI,Cranston
active,"6,109",PA,Crafton
active,"9,241",CO,Craig
active,"7,852",CA,Crescent City
active,"15,043",IN,Crawfordsville
active,"8,615",NJ,Cresskill
active,"7,594",IA,Creston
active,"20,451",IL,Crest Hill
active,"4,882",OH,Crestline
active,"19,444",FL,Crestview
active,"11,408",MO,Crestwood
active,"11,051",IL,Crestwood
active,"5,058",OR,Creswell
active,"6,241",NE,Crete
active,"9,041",IL,Crete
active,"5,206",IL,Creve Coeur
active,"16,868",MO,Creve Coeur
active,"6,815",TX,Crockett
active,"5,518",AR,Crossett
active,"7,790",MN,Crookston
active,"11,599",TN,Crossville
active,"7,943",NY,Croton-on-Hudson
active,"12,368",TX,Crowley
active,"13,922",LA,Crowley
active,"24,376",IN,Crown Point
active,"21,707",MN,Crystal
active,"7,161",TX,Crystal City
active,"4,538",MO,Crystal City
active,"41,797",IL,Crystal Lake
active,"5,950",MS,Crystal Springs
active,"18,809",WI,Cudahy
active,"24,334",CA,Cudahy
active,"6,417",TX,Cuero
active,"38,580",CA,Culver City
active,"15,295",AL,Cullman
active,"13,977",VA,Culpeper
active,"20,495",MD,Cumberland
active,"5,580",IN,Cumberland
active,"5,719",GA,Cumming
active,"53,637",CA,Cupertino
active,"8,767",OK,Cushing
active,"13,754",GA,Cusseta
active,"29,070",FL,Cutler Bay
active,"51,090",OH,Cuyahoga Falls
active,"6,283",KY,Cynthiana
active,"47,123",CA,Cypress
active,"7,928",MS,D'Iberville
active,"4,662",GA,Dacula
active,"7,223",FL,Dade City
active,"4,947",GA,Dahlonega
active,"4,546",AL,Daleville
active,"7,032",TX,Dalhart
active,"15,892",OR,Dallas
active,"10,584",GA,Dallas
active,"1,279,910",TX,Dallas
active,"33,648",GA,Dalton
active,"9,236",OR,Damascus
active,"101,514",CA,Daly City
active,"79,256",CT,Danbury
active,"35,700",CA,Dana Point
active,"4,310",CT,Danielson
active,"28,093",FL,Dania Beach
active,"44,660",VA,Danville
active,"8,124",IN,Danville
active,"4,450",PA,Danville
active,"15,524",KY,Danville
active,"32,248",IL,Danville
active,"4,484",NY,Dansville
active,"9,903",PA,Darby
active,"19,093",AL,Daphne
active,"41,182",CA,Danville
active,"22,370",IL,Darien
active,"4,435",AR,Dardanelle
active,"8,197",MO,Dardenne Prairie
active,"100,827",IA,Davenport
active,"6,666",SC,Darlington
active,"90,238",FL,Davie
active,"5,136",MI,Davison
active,"10,305",NC,Davidson
active,"62,593",CA,Davis
active,"4,600",GA,Dawson
active,"7,371",TX,Dayton
active,"154,200",OH,Dayton
active,"5,453",KY,Dayton
active,"4,643",MN,Dayton
active,"6,771",TN,Dayton
active,"5,134",FL,Daytona Beach Shores
active,"64,211",FL,Daytona Beach
active,"5,012",FL,De Funiak Springs
active,"27,243",FL,De Land
active,"4,352",IN,De Motte
active,"24,779",WI,De Pere
active,"5,948",AR,De Queen
active,"6,477",MO,De Soto
active,"5,260",IA,De Witt
active,"86,477",MI,Dearborn
active,"5,420",KS,De Soto
active,"51,972",MI,Dearborn Heights
active,"16,303",FL,DeBary
active,"6,432",TX,Decatur
active,"9,574",IN,Decatur
active,"76,256",IL,Decatur
active,"18,986",GA,Decatur
active,"56,068",AL,Decatur
active,"7,906",IA,Decorah
active,"30,890",TX,Deer Park
active,"5,751",OH,Deer Park
active,"19,667",IL,Deerfield
active,"74,584",FL,Deerfield Beach
active,"16,063",OH,Defiance
active,"8,835",WI,DeForest
active,"45,497",IL,DeKalb
active,"22,067",OK,Del City
active,"4,447",CA,Del Mar
active,"36,682",TX,Del Rio
active,"6,787",WI,Delafield
active,"5,309",MN,Delano
active,"53,051",CA,Delano
active,"8,505",WI,Delavan
active,"33,719",OH,Delaware
active,"4,901",MO,Dellwood
active,"6,730",OH,Delphos
active,"64,092",FL,Delray Beach
active,"9,020",CO,Delta
active,"84,408",FL,Deltona
active,"5,130",NJ,Demarest
active,"15,480",NM,Deming
active,"7,350",AL,Demopolis
active,"10,308",LA,Denham Springs
active,"24,001",TX,Denison
active,"119,454",TX,Denton
active,"7,184",IA,Denison
active,"15,307",NY,Depew
active,"598,707",CO,Denver
active,"22,517",KS,Derby
active,"10,008",LA,DeRidder
active,"12,393",CT,Derby
active,"197,052",IA,Des Moines
active,"28,755",WA,Des Moines
active,"8,603",MO,Des Peres
active,"57,062",IL,Des Plaines
active,"5,190",MO,Desloge
active,"24,489",CA,Desert Hot Springs
active,"12,563",FL,Destin
active,"47,568",TX,DeSoto
active,"912,062",MI,Detroit
active,"8,141",MN,Detroit Lakes
active,"4,545",TX,Devine
active,"6,708",ND,Devils Lake
active,"57,235",CA,Diamond Bar
active,"5,537",TX,Diboll
active,"4,428",MI,DeWitt
active,"7,661",MO,Dexter
active,"17,886",TX,Dickinson
active,"16,035",ND,Dickinson
active,"13,972",TN,Dickson
active,"20,335",CA,Dinuba
active,"5,903",PA,Dickson City
active,"6,353",SC,Dillon
active,"6,034",MD,District Heights
active,"15,033",IL,Dixon
active,"17,412",CA,Dixon
active,"11,134",NY,Dobbs Ferry
active,"23,889",IL,Dolton
active,"25,689",KS,Dodge City
active,"4,975",WI,Dodgeville
active,"7,527",LA,Donaldsonville
active,"17,094",TX,Donna
active,"4,948",CA,Dos Palos
active,"23,974",FL,Doral
active,"5,261",PA,Donora
active,"8,420",PA,Dormont
active,"10,268",GA,Doraville
active,"66,505",AL,Dothan
active,"11,413",GA,Douglas
active,"5,971",WY,Douglas
active,"31,035",GA,Douglasville
active,"6,002",KY,Douglass Hills
active,"17,515",AZ,Douglas
active,"12,466",OH,Dover
active,"28,609",NH,Dover
active,"36,107",DE,Dover
active,"17,860",NJ,Dover
active,"49,250",IL,Downers Grove
active,"5,703",MI,Dowagiac
active,"107,587",CA,Downey
active,"7,937",PA,Downingtown
active,"8,113",PA,Doylestown
active,"42,317",UT,Draper
active,"6,326",IL,Du Quoin
active,"38,536",OH,Dublin
active,"21,839",CA,Duarte
active,"17,509",GA,Dublin
active,"44,297",CA,Dublin
active,"26,125",GA,Duluth
active,"7,648",PA,DuBois
active,"84,284",MN,Duluth
active,"57,250",IA,Dubuque
active,"13,916",TX,Dumas
active,"7,664",WV,Dunbar
active,"4,622",AR,Dumas
active,"16,968",NJ,Dumont
active,"4,805",VA,Dumfries
active,"22,617",OK,Duncan
active,"36,109",TX,Duncanville
active,"6,993",NJ,Dunellen
active,"35,988",FL,Dunedin
active,"5,412",TN,Dunlap
active,"10,029",NC,Dunn
active,"12,085",NY,Dunkirk
active,"13,978",PA,Dunmore
active,"6,944",WA,DuPont
active,"6,682",PA,Duquesne
active,"16,416",CO,Durango
active,"16,450",OK,Durant
active,"223,284",NC,Durham
active,"5,982",WA,Duvall
active,"4,335",PA,Duryea
active,"15,913",IN,Dyer
active,"17,126",TN,Dyersburg
active,"19,471",ID,Eagle
active,"63,985",MN,Eagan
active,"4,488",AZ,Eagar
active,"22,309",UT,Eagle Mountain
active,"5,897",CO,Eagle
active,"26,668",TX,Eagle Pass
active,"8,302",OR,Eagle Point
active,"11,895",MN,East Bethel
active,"6,242",NY,East Aurora
active,"20,325",SC,Easley
active,"6,563",IL,East Alton
active,"29,978",IN,East Chicago
active,"24,507",OH,East Cleveland
active,"6,809",NY,East Hills
active,"10,467",MI,East Grand Rapids
active,"7,812",MN,East Grand Forks
active,"45,857",MI,East Lansing
active,"11,996",OH,East Liverpool
active,"20,892",IL,East Moline
active,"65,390",NJ,East Orange
active,"4,690",OH,East Palestine
active,"22,760",IL,East Peoria
active,"33,575",CA,East Palo Alto
active,"4,347",PA,East Petersburg
active,"43,418",GA,East Point
active,"19,642",TN,East Ridge
active,"48,480",RI,East Providence
active,"6,269",NY,East Rochester
active,"10,438",NY,East Rockaway
active,"10,074",NJ,East Rutherford
active,"28,773",IL,East St. Louis
active,"10,390",PA,East Stroudsburg
active,"4,483",WI,East Troy
active,"19,520",OH,Eastlake
active,"12,286",WA,East Wenatchee
active,"16,195",MA,Easthampton
active,"5,675",GA,Eastman
active,"26,080",PA,Easton
active,"14,677",MD,Easton
active,"8,005",OH,Eaton
active,"32,497",MI,Eastpointe
active,"5,246",MI,Eaton Rapids
active,"6,373",GA,Eatonton
active,"14,195",NJ,Eatontown
active,"65,426",WI,Eau Claire
active,"9,858",MI,Ecorse
active,"9,136",PA,Economy
active,"4,613",TX,Edcouch
active,"15,469",NC,Eden
active,"61,191",MN,Eden Prairie
active,"5,329",WI,Edgerton
active,"4,966",NC,Edenton
active,"4,418",SC,Edgefield
active,"9,635",NJ,Edgewater
active,"21,415",FL,Edgewater
active,"5,136",CO,Edgewater
active,"9,711",WA,Edgewood
active,"8,910",KY,Edgewood
active,"45,608",MN,Edina
active,"6,655",PA,Edinboro
active,"71,520",TX,Edinburg
active,"4,677",IN,Edinburgh
active,"79,559",OK,Edmond
active,"40,158",WA,Edmonds
active,"4,462",KS,Edwardsville
active,"4,658",PA,Edwardsville
active,"5,807",TX,Edna
active,"24,557",IL,Edwardsville
active,"4,379",NJ,Egg Harbor City
active,"12,489",IL,Effingham
active,"92,718",CA,El Cajon
active,"40,083",CA,El Centro
active,"10,773",TX,El Campo
active,"22,222",CA,El Cerrito
active,"12,591",KS,El Dorado
active,"19,905",AR,El Dorado
active,"24,751",AZ,El Mirage
active,"16,545",OK,El Reno
active,"121,791",CA,El Monte
active,"613,190",TX,El Paso
active,"16,217",CA,El Segundo
active,"4,546",GA,Elberton
active,"5,276",IL,Elburn
active,"4,986",MO,Eldon
active,"4,880",IA,Eldridge
active,"4,392",IL,Eldorado
active,"124,755",NJ,Elizabeth
active,"106,330",IL,Elgin
active,"9,909",TX,Elgin
active,"12,069",PA,Elizabethtown
active,"20,025",NC,Elizabeth City
active,"13,955",TN,Elizabethton
active,"24,144",KY,Elizabethtown
active,"11,311",OK,Elk City
active,"33,320",IL,Elk Grove Village
active,"133,003",CA,Elk Grove
active,"23,194",MN,Elk River
active,"52,653",IN,Elkhart
active,"6,976",WV,Elkins
active,"9,244",WI,Elkhorn
active,"14,842",MD,Elkton
active,"17,156",NV,Elko
active,"17,141",WA,Ellensburg
active,"6,017",IN,Ellettsville
active,"4,392",MS,Ellisville
active,"9,212",MO,Ellisville
active,"7,103",ME,Ellsworth
active,"46,013",IL,Elmhurst
active,"7,966",PA,Ellwood City
active,"6,133",WI,Elm Grove
active,"29,271",NY,Elmira
active,"4,757",NY,Elmsford
active,"18,634",NJ,Elmwood Park
active,"7,060",NC,Elon
active,"24,052",IL,Elmwood Park
active,"12,750",AZ,Eloy
active,"6,624",TX,Elsa
active,"7,932",KY,Elsmere
active,"7,353",NJ,Emerson
active,"9,027",IN,Elwood
active,"5,688",DE,Elsmere
active,"54,979",OH,Elyria
active,"9,583",CA,Emeryville
active,"11,349",PA,Emmaus
active,"6,357",ID,Emmett
active,"5,643",VA,Emporia
active,"26,380",KS,Emporia
active,"60,372",CA,Encinitas
active,"12,411",NY,Endicott
active,"32,669",CO,Englewood
active,"29,112",NJ,Englewood
active,"12,686",OH,Englewood
active,"5,804",NJ,Englewood Cliffs
active,"47,396",OK,Enid
active,"19,506",TX,Ennis
active,"5,085",UT,Enoch
active,"10,684",WA,Enumclaw
active,"25,351",AL,Enterprise
active,"5,284",UT,Ephraim
active,"7,344",WA,Ephrata
active,"13,074",PA,Ephrata
active,"16,432",CO,Erie
active,"17,188",KY,Erlanger
active,"103,817",PA,Erie
active,"4,829",NC,Erwin
active,"5,802",TN,Erwin
active,"7,271",CA,Escalon
active,"12,214",MI,Escanaba
active,"137,103",CA,Escondido
active,"9,691",NM,Espanola
active,"6,432",CO,Estes Park
active,"9,056",VT,Essex Junction
active,"6,291",IA,Estherville
active,"47,415",OH,Euclid
active,"6,226",KS,Eudora
active,"14,502",AL,Eufaula
active,"150,104",OR,Eugene
active,"52,579",TX,Euless
active,"11,500",LA,Eunice
active,"5,368",IL,Eureka
active,"9,316",MO,Eureka
active,"25,300",CA,Eureka
active,"19,129",FL,Eustis
active,"18,842",CO,Evans
active,"5,056",IA,Evansdale
active,"77,693",IL,Evanston
active,"11,781",WY,Evanston
active,"116,309",IN,Evansville
active,"4,957",WI,Evansville
active,"37,353",MA,Everett
active,"98,212",WA,Everett
active,"19,359",IL,Evergreen Park
active,"5,771",TX,Everman
active,"12,002",MO,Excelsior Springs
active,"5,905",PA,Exeter
active,"9,963",CA,Exeter
active,"5,910",NJ,Fair Haven
active,"30,521",NJ,Fair Lawn
active,"6,367",TX,Fair Oaks Ranch
active,"35,132",AK,Fairbanks
active,"32,366",OH,Fairborn
active,"11,024",GA,Fairburn
active,"23,844",VA,Fairfax
active,"7,066",CA,Fairfax
active,"42,384",OH,Fairfield
active,"5,165",IL,Fairfield
active,"9,218",IA,Fairfield
active,"103,683",CA,Fairfield
active,"17,147",AL,Fairhope
active,"11,316",AL,Fairfield
active,"7,030",OH,Fairlawn
active,"19,024",WV,Fairmont
active,"10,221",MN,Fairmont
active,"8,093",TX,Fairview
active,"5,472",NY,Fairport
active,"7,870",TN,Fairview
active,"9,805",OR,Fairview
active,"13,540",NJ,Fairview
active,"5,643",MN,Falcon Heights
active,"15,762",OH,Fairview Park
active,"5,610",NC,Fairview
active,"90,931",MA,Fall River
active,"16,643",IL,Fairview Heights
active,"4,941",TX,Falfurrias
active,"8,525",NV,Fallon
active,"11,169",VA,Falls Church
active,"93,531",ND,Fargo
active,"7,088",NJ,Fanwood
active,"26,455",TX,Farmers Branch
active,"22,009",MN,Faribault
active,"10,056",CA,Farmersville
active,"8,865",NY,Farmingdale
active,"42,637",NM,Farmington
active,"17,217",UT,Farmington
active,"16,097",MO,Farmington
active,"19,057",MN,Farmington
active,"9,839",MI,Farmington
active,"4,677",AR,Farmington
active,"78,522",MI,Farmington Hills
active,"7,396",VA,Farmville
active,"5,335",UT,Farr West
active,"4,615",NC,Farmville
active,"20,350",TN,Farragut
active,"5,751",PA,Farrell
active,"174,091",NC,Fayetteville
active,"4,778",AL,Fayette
active,"5,679",TX,Fate
active,"7,166",TN,Fayetteville
active,"15,136",GA,Fayetteville
active,"84,309",WA,Federal Way
active,"11,678",MI,Fenton
active,"11,732",CO,Federal Heights
active,"73,372",AR,Fayetteville
active,"13,636",MN,Fergus Falls
active,"4,920",FL,Fellsmere
active,"20,964",MO,Ferguson
active,"11,610",FL,Fernandina Beach
active,"11,359",WA,Ferndale
active,"11,246",MO,Festus
active,"21,112",MI,Ferndale
active,"12,942",NV,Fernley
active,"8,114",WA,Fife
active,"15,053",CA,Fillmore
active,"36,987",OH,Findlay
active,"6,213",WA,Fircrest
active,"8,117",CO,Firestone
active,"6,972",CA,Firebaugh
active,"69,011",IN,Fishers
active,"23,344",WI,Fitchburg
active,"40,239",MA,Fitchburg
active,"5,859",FL,Flagler Beach
active,"9,185",GA,Fitzgerald
active,"60,222",AZ,Flagstaff
active,"8,771",MI,Flat Rock
active,"7,655",KY,Flatwoods
active,"4,714",NC,Fletcher
active,"112,900",MI,Flint
active,"4,772",IL,Flora
active,"15,846",NY,Floral Park
active,"31,570",SC,Florence
active,"8,694",OR,Florence
active,"27,745",KY,Florence
active,"20,781",AZ,Florence
active,"37,877",AL,Florence
active,"7,639",TX,Floresville
active,"12,389",NJ,Florham Park
active,"50,561",MO,Florissant
active,"9,935",FL,Florida City
active,"9,309",IL,Flossmoor
active,"69,307",TX,Flower Mound
active,"4,595",NY,Flower Hill
active,"7,016",MS,Flowood
active,"7,815",MI,Flushing
active,"6,823",PA,Folcroft
active,"42,025",WI,Fond du Lac
active,"184,984",CA,Fontana
active,"67,788",CA,Folsom
active,"13,807",AL,Foley
active,"5,972",MS,Forest
active,"9,925",SC,Forest Acres
active,"13,858",TX,Forest Hill
active,"20,985",OR,Forest Grove
active,"7,172",NC,Forest City
active,"6,018",TN,Forest Hills
active,"15,223",TX,Forney
active,"18,514",OH,Forest Park
active,"6,240",PA,Forest Hills
active,"17,373",MN,Forest Lake
active,"21,726",GA,Forest Park
active,"15,224",IL,Forest Park
active,"5,022",GA,Forsyth
active,"13,281",AR,Forrest City
active,"11,895",WI,Fort Atkinson
active,"6,604",CA,Fort Bragg
active,"136,509",CO,Fort Collins
active,"25,180",IA,Fort Dodge
active,"4,368",OK,Fort Gibson
active,"183,126",FL,Fort Lauderdale
active,"36,275",NJ,Fort Lee
active,"7,620",CO,Fort Lupton
active,"10,897",IA,Fort Madison
active,"7,562",KY,Fort Mitchell
active,"5,723",FL,Fort Meade
active,"10,032",SC,Fort Mill
active,"10,539",CO,Fort Morgan
active,"65,394",FL,Fort Myers
active,"6,410",FL,Fort Myers Beach
active,"9,663",GA,Fort Oglethorpe
active,"14,061",AL,Fort Payne
active,"40,885",FL,Fort Pierce
active,"7,941",KS,Fort Scott
active,"84,716",AR,Fort Smith
active,"7,526",TX,Fort Stockton
active,"15,222",KY,Fort Thomas
active,"18,880",FL,Fort Walton Beach
active,"8,200",GA,Fort Valley
active,"251,591",IN,Fort Wayne
active,"703,073",TX,Fort Worth
active,"5,450",KY,Fort Wright
active,"11,329",CA,Fortuna
active,"29,089",CA,Foster City
active,"13,000",OH,Fostoria
active,"4,575",PA,Fountain Hill
active,"19,669",CO,Fountain
active,"25,227",AZ,Fountain Hills
active,"7,760",SC,Fountain Inn
active,"55,516",CA,Fountain Valley
active,"11,087",IL,Fox Lake
active,"5,138",PA,Fox Chapel
active,"5,563",CA,Fowler
active,"6,816",WI,Fox Point
active,"5,172",IL,Fox River Grove
active,"4,652",MI,Frankenmuth
active,"27,322",KY,Frankfort
active,"16,394",IN,Frankfort
active,"17,981",IL,Frankfort
active,"35,500",WI,Franklin
active,"8,877",VA,Franklin
active,"58,481",TN,Franklin
active,"6,664",PA,Franklin
active,"12,941",OH,Franklin
active,"8,713",NH,Franklin
active,"5,077",NJ,Franklin
active,"32,148",MA,Franklin
active,"7,680",LA,Franklin
active,"11,619",NJ,Franklin Lakes
active,"23,258",IN,Franklin
active,"7,997",KY,Franklin
active,"12,172",PA,Franklin Park
active,"17,965",IL,Franklin Park
active,"14,902",MI,Fraser
active,"8,127",CO,Frederick
active,"59,213",MD,Frederick
active,"22,818",VA,Fredericksburg
active,"11,098",TX,Fredericksburg
active,"11,064",NY,Fredonia
active,"4,481",IL,Freeburg
active,"12,494",TX,Freeport
active,"11,425",NJ,Freehold
active,"43,881",NY,Freeport
active,"16,655",OH,Fremont
active,"24,615",IL,Freeport
active,"25,224",NE,Fremont
active,"202,867",CA,Fremont
active,"476,050",CA,Fresno
active,"96,676",TX,Frisco
active,"33,979",TX,Friendswood
active,"25,868",MN,Fridley
active,"14,616",VA,Front Royal
active,"7,418",CO,Fruita
active,"7,719",MD,Frostburg
active,"5,312",UT,Fruit Heights
active,"4,732",ID,Fruitland
active,"4,431",MD,Fruitland
active,"131,868",CA,Fullerton
active,"11,219",NY,Fulton
active,"6,918",AL,Fultondale
active,"12,707",MO,Fulton
active,"17,002",NC,Fuquay-Varina
active,"36,816",AL,Gadsden
active,"13,200",SC,Gaffney
active,"33,892",OH,Gahanna
active,"16,452",TX,Gainesville
active,"35,668",GA,Gainesville
active,"114,916",FL,Gainesville
active,"6,808",VA,Galax
active,"58,744",MD,Gaithersburg
active,"31,181",IL,Galesburg
active,"10,207",TX,Galena Park
active,"10,737",OH,Galion
active,"29,343",TN,Gallatin
active,"24,026",CA,Galt
active,"19,979",NM,Gallup
active,"57,086",TX,Galveston
active,"22,275",NY,Garden City
active,"26,743",MI,Garden City
active,"28,557",KS,Garden City
active,"11,713",ID,Garden City
active,"9,414",GA,Garden City
active,"165,796",CA,Garden Grove
active,"13,665",AL,Gardendale
active,"58,554",CA,Gardena
active,"6,100",ME,Gardiner
active,"20,682",MA,Gardner
active,"17,462",KS,Gardner
active,"28,971",NJ,Garfield
active,"27,734",OH,Garfield Heights
active,"218,577",TX,Garland
active,"27,138",NC,Garner
active,"5,681",IN,Garrett
active,"4,408",NJ,Garwood
active,"95,920",IN,Gary
active,"72,505",NC,Gastonia
active,"5,683",IN,Gas City
active,"5,555",TN,Gatlinburg
active,"15,252",TX,Gatesville
active,"7,702",NY,Geneseo
active,"16,306",MS,Gautier
active,"6,437",IL,Geneseo
active,"6,291",OH,Geneva
active,"24,302",IL,Geneva
active,"13,216",NY,Geneva
active,"4,445",AL,Geneva
active,"5,101",IL,Genoa
active,"49,618",TX,Georgetown
active,"8,501",SC,Georgetown
active,"21,589",KY,Georgetown
active,"7,679",NE,Gering
active,"5,233",DE,Georgetown
active,"19,594",WI,Germantown
active,"37,251",TN,Germantown
active,"5,018",OH,Germantown
active,"8,040",PA,Gettysburg
active,"4,826",MI,Gibraltar
active,"7,008",WA,Gig Harbor
active,"5,423",TX,Giddings
active,"4,738",NC,Gibsonville
active,"216,449",AZ,Gilbert
active,"5,996",IL,Gilberts
active,"49,934",CA,Gilroy
active,"5,249",TX,Gilmer
active,"26,871",WY,Gillette
active,"10,069",OH,Girard
active,"6,275",TX,Gladewater
active,"12,079",OR,Gladstone
active,"5,067",MI,Gladstone
active,"28,243",MO,Gladstone
active,"14,302",KY,Glasgow
active,"19,751",NJ,Glassboro
active,"4,548",PA,Glassport
active,"26,895",NY,Glen Cove
active,"12,607",IL,Glen Carbon
active,"6,662",NJ,Glen Ridge
active,"27,142",IL,Glen Ellyn
active,"11,131",NJ,Glen Rock
active,"6,306",MD,Glenarden
active,"5,550",MN,Glencoe
active,"5,377",AL,Glencoe
active,"9,038",IL,Glencoe
active,"12,992",WI,Glendale
active,"5,490",MO,Glendale
active,"4,798",CO,Glendale
active,"251,522",AZ,Glendale
active,"197,176",CA,Glendale
active,"4,585",MT,Glendive
active,"11,078",TX,Glenn Heights
active,"49,410",CA,Glendora
active,"31,847",IL,Glendale Heights
active,"5,397",GA,Glennville
active,"7,203",PA,Glenolden
active,"13,877",NY,Glens Falls
active,"8,489",IL,Glenwood
active,"9,914",OK,Glenpool
active,"46,180",IL,Glenview
active,"7,197",AZ,Globe
active,"11,503",NJ,Gloucester City
active,"5,646",IA,Glenwood
active,"9,053",CO,Glenwood Springs
active,"14,990",NY,Gloversville
active,"30,243",MA,Gloucester
active,"20,344",MN,Golden Valley
active,"17,524",IL,Godfrey
active,"17,321",CO,Golden
active,"29,404",CA,Goleta
active,"37,597",NC,Goldsboro
active,"7,298",TX,Gonzales
active,"9,390",LA,Gonzales
active,"8,537",CA,Gonzales
active,"4,388",KS,Goodland
active,"17,075",TN,Goodlettsville
active,"59,508",AZ,Goodyear
active,"37,900",SC,Goose Creek
active,"5,585",NY,Goshen
active,"5,315",WV,Grafton
active,"32,630",IN,Goshen
active,"11,613",WI,Grafton
active,"6,716",OH,Grafton
active,"8,479",TX,Graham
active,"4,516",LA,Grambling
active,"14,533",NC,Graham
active,"7,551",MI,Grand Blanc
active,"10,352",MO,Grain Valley
active,"8,620",TX,Granbury
active,"51,313",ND,Grand Forks
active,"45,801",NE,Grand Island
active,"10,608",MI,Grand Haven
active,"49,688",CO,Grand Junction
active,"160,641",TX,Grand Prairie
active,"7,669",MI,Grand Ledge
active,"8,743",MN,Grand Rapids
active,"193,396",MI,Grand Rapids
active,"12,204",CA,Grand Terrace
active,"9,392",WA,Grandview
active,"6,306",OH,Grandview Heights
active,"16,718",MI,Grandville
active,"24,033",MO,Grandview
active,"30,703",IL,Granite City
active,"4,610",NC,Granite Falls
active,"8,871",NM,Grants
active,"33,217",OR,Grants Pass
active,"9,049",UT,Grantsville
active,"5,382",OH,Granville
active,"50,471",TX,Grapevine
active,"12,232",CA,Grass Valley
active,"15,564",KS,Great Bend
active,"21,735",IL,Grayslake
active,"59,251",MT,Great Falls
active,"9,923",NY,Great Neck
active,"7,001",NY,Great Neck Plaza
active,"91,492",CO,Greeley
active,"23,404",OH,Green
active,"6,551",FL,Green Cove Springs
active,"101,025",WI,Green Bay
active,"12,149",WY,Green River
active,"4,335",PA,Green Tree
active,"21,098",MD,Greenbelt
active,"32,174",FL,Greenacres
active,"6,553",TN,Greenbrier
active,"4,452",AR,Greenbrier
active,"10,145",IN,Greencastle
active,"13,978",WI,Greendale
active,"4,364",IN,Greendale
active,"15,440",TN,Greeneville
active,"18,787",IN,Greenfield
active,"36,075",WI,Greenfield
active,"5,063",OH,Greenfield
active,"15,222",CA,Greenfield
