Status,Population,State,City
active,"250,642",NC,Greensboro
active,"15,249",PA,Greensburg
active,"10,730",IN,Greensburg
active,"59,988",SC,Greenville
active,"25,676",TX,Greenville
active,"6,103",PA,Greenville
active,"12,983",OH,Greenville
active,"79,629",NC,Greenville
active,"35,764",MS,Greenville
active,"8,154",MI,Greenville
active,"7,022",AL,Greenville
active,"7,379",IL,Greenville
active,"22,533",SC,Greenwood
active,"4,649",MO,Greenwood
active,"16,084",MS,Greenwood
active,"8,635",AR,Greenwood
active,"47,720",IN,Greenwood
active,"24,557",SC,Greer
active,"14,230",CO,Greenwood Village
active,"14,664",MS,Grenada
active,"101,221",OR,Gresham
active,"6,572",NE,Gretna
active,"16,399",LA,Gretna
active,"6,478",CA,Gridley
active,"23,719",GA,Griffin
active,"16,311",IN,Griffith
active,"8,419",IA,Grimes
active,"9,167",IA,Grinnell
active,"8,614",MI,Grosse Pointe Farms
active,"4,996",MI,Grosse Pointe
active,"10,956",MI,Grosse Pointe Park
active,"15,154",MI,Grosse Pointe Woods
active,"9,316",CT,Groton
active,"6,338",OK,Grove
active,"7,715",PA,Grove City
active,"33,829",OH,Grove City
active,"7,647",FL,Groveland
active,"5,240",OH,Groveport
active,"13,131",CA,Grover Beach
active,"14,393",TX,Groves
active,"9,224",GA,Grovetown
active,"6,593",CA,Guadalupe
active,"5,948",AZ,Guadalupe
active,"6,580",FL,Gulf Breeze
active,"10,248",AL,Gulf Shores
active,"9,400",NY,Hamburg
active,"70,055",MS,Gulfport
active,"12,327",FL,Gulfport
active,"5,975",TX,Gun Barrel City
active,"5,461",CO,Gunnison
active,"8,422",AL,Guntersville
active,"5,094",CA,Gustine
active,"30,608",IL,Gurnee
active,"11,043",OK,Guthrie
active,"10,702",OK,Guymon
active,"10,528",NJ,Guttenberg
active,"42,804",NJ,Hackensack
active,"6,052",CO,Gypsum
active,"9,511",NJ,Hackettstown
active,"7,589",NJ,Haddon Heights
active,"11,442",NJ,Haddonfield
active,"39,728",MD,Hagerstown
active,"7,883",ID,Hailey
active,"19,056",FL,Haines City
active,"8,517",NJ,Haledon
active,"7,574",WI,Hales Corners
active,"6,393",AL,Hamilton
active,"40,181",TX,Haltom City
active,"62,477",OH,Hamilton
active,"12,449",CA,Half Moon Bay
active,"4,817",MT,Hamilton
active,"38,683",FL,Hallandale Beach
active,"15,020",MN,Ham Lake
active,"5,807",NC,Hamlet
active,"19,803",LA,Hammond
active,"76,732",IN,Hammond
active,"5,569",IL,Hampshire
active,"13,424",NJ,Hammonton
active,"5,467",MD,Hampstead
active,"145,494",VA,Hampton
active,"9,306",LA,Harahan
active,"5,295",GA,Hampton
active,"20,512",MI,Hamtramck
active,"12,584",MI,Harper Woods
active,"16,065",SC,Hanahan
active,"50,103",CA,Hanford
active,"17,432",MO,Hannibal
active,"15,025",PA,Hanover
active,"36,777",IL,Hanover Park
active,"5,978",GA,Hapeville
active,"12,643",OR,Happy Valley
active,"25,417",TX,Harker Heights
active,"4,986",IA,Harlan
active,"64,843",TX,Harlingen
active,"6,658",TN,Harriman
active,"5,208",OK,Harrah
active,"4,869",NJ,Harrington Park
active,"47,148",PA,Harrisburg
active,"5,819",NC,Harrisburg
active,"9,582",IL,Harrisburg
active,"44,015",VA,Harrisonburg
active,"9,387",OH,Harrison
active,"15,201",NJ,Harrison
active,"26,665",NY,Harrison
active,"13,200",AR,Harrison
active,"9,749",MO,Harrisonville
active,"6,060",UT,Harrisville
active,"8,192",KY,Harrodsburg
active,"13,853",WI,Hartford
active,"124,062",CT,Hartford
active,"8,692",WI,Hartland
active,"6,302",IN,Hartford City
active,"13,888",AL,Hartselle
active,"7,822",TN,Hartsville
active,"7,465",SC,Hartsville
active,"4,298",GA,Hartwell
active,"28,056",IL,Harvey
active,"9,855",IL,Harvard
active,"8,058",IL,Harwood Heights
active,"11,410",NJ,Hasbrouck Heights
active,"25,394",NE,Hastings
active,"22,126",MN,Hastings
active,"6,858",MI,Hastings
active,"7,919",NY,Hastings-on-Hudson
active,"7,125",PA,Hatboro
active,"51,993",MS,Hattiesburg
active,"21,764",NC,Havelock
active,"61,275",MA,Haverhill
active,"9,575",MT,Havre
active,"11,029",NY,Haverstraw
active,"13,085",MD,Havre de Grace
active,"15,229",CA,Hawaiian Gardens
active,"84,305",CA,Hawthorne
active,"8,067",IL,Hawthorn Woods
active,"17,997",NJ,Hawthorne
active,"12,873",ID,Hayden
active,"20,368",KS,Hays
active,"10,364",KS,Haysville
active,"14,075",IL,Hazel Crest
active,"142,061",CA,Hayward
active,"4,796",KY,Hazard
active,"17,955",MI,Hazel Park
active,"25,345",MO,Hazelwood
active,"4,387",MS,Hazlehurst
active,"10,971",CA,Healdsburg
active,"4,578",TX,Hearne
active,"21,732",PA,Hazleton
active,"7,793",TX,Heath
active,"8,903",OH,Heath
active,"14,639",AL,Helena
active,"9,830",UT,Heber
active,"7,203",AR,Heber Springs
active,"29,351",MT,Helena
active,"12,190",AR,Helena-West Helena
active,"7,831",TX,Helotes
active,"5,659",PA,Hellertown
active,"70,991",CA,Hemet
active,"7,401",TX,Hempstead
active,"53,915",NY,Hempstead
active,"11,631",TX,Henderson
active,"6,418",TN,Henderson
active,"252,064",NV,Henderson
active,"15,850",NC,Henderson
active,"47,725",TN,Hendersonville
active,"27,933",KY,Henderson
active,"12,005",NC,Hendersonville
active,"6,031",OK,Henryetta
active,"4,533",GA,Hephzibah
active,"24,484",CA,Hercules
active,"14,499",TX,Hereford
active,"6,970",NY,Herkimer
active,"9,361",MN,Hermantown
active,"15,297",OR,Hermiston
active,"16,327",PA,Hermitage
active,"19,350",CA,Hermosa Beach
active,"12,318",MS,Hernando
active,"22,045",VA,Herndon
active,"17,689",UT,Herriman
active,"12,337",IL,Herrin
active,"13,561",TX,Hewitt
active,"85,883",CA,Hesperia
active,"210,542",FL,Hialeah
active,"6,688",IA,Hiawatha
active,"19,631",FL,Hialeah Gardens
active,"16,209",MN,Hibbing
active,"41,305",NC,Hickory
active,"13,326",IL,Hickory Hills
active,"11,984",TX,Hidalgo
active,"101,835",NC,High Point
active,"4,571",MO,Higginsville
active,"22,641",IN,Highland
active,"4,629",FL,High Springs
active,"16,189",UT,Highland
active,"9,748",IL,Highland
active,"8,533",OH,Highland Heights
active,"51,096",CA,Highland
active,"5,720",KY,Highland Heights
active,"14,245",NJ,Highland Park
active,"9,184",TX,Highland Park
active,"14,153",MI,Highland Park
active,"31,449",IL,Highland Park
active,"16,737",TX,Highland Village
active,"5,272",NJ,Highlands
active,"5,295",NJ,Hightstown
active,"5,388",IL,Highwood
active,"27,901",OH,Hilliard
active,"93,638",OR,Hillsboro
active,"8,941",TX,Hillsboro
active,"6,661",OH,Hillsboro
active,"6,164",IL,Hillsboro
active,"10,844",CA,Hillsborough
active,"9,848",NJ,Hillsdale
active,"5,653",NC,Hillsborough
active,"7,762",MI,Hillsdale
active,"8,341",IL,Hillside
active,"33,913",SC,Hilton Head Island
active,"7,572",KY,Hillview
active,"6,319",NY,Hilton
active,"30,152",GA,Hinesville
active,"18,439",IL,Hinsdale
active,"7,201",TX,Hitchcock
active,"6,094",WI,Hobart
active,"27,891",IN,Hobart
active,"30,476",NM,Hobbs
active,"40,577",NJ,Hoboken
active,"53,641",IL,Hoffman Estates
active,"4,450",AL,Hokes Bluff
active,"5,081",AZ,Holbrook
active,"5,172",NE,Holdrege
active,"5,417",OK,Holdenville
active,"25,676",UT,Holladay
active,"34,076",MI,Holland
active,"5,466",PA,Hollidaysburg
active,"34,877",CA,Hollister
active,"6,273",MI,Holly
active,"13,199",FL,Holly Hill
active,"20,870",NC,Holly Springs
active,"7,994",MS,Holly Springs
active,"8,818",GA,Holly Springs
active,"4,398",SC,Hollywood
active,"141,740",FL,Hollywood
active,"8,487",WI,Holmen
active,"5,017",FL,Holmes Beach
active,"5,412",CA,Holtville
active,"39,947",MA,Holyoke
active,"5,802",AK,Homer
active,"26,111",IL,Homer Glen
active,"57,936",FL,Homestead
active,"18,475",IL,Homewood
active,"23,840",AL,Homewood
active,"8,992",TX,Hondo
active,"4,720",PA,Honesdale
active,"374,676",HI,Honolulu
active,"6,877",OR,Hood River
active,"5,655",UT,Hooper
active,"5,656",IL,Hoopeston
active,"71,020",AL,Hoover
active,"15,491",NJ,Hopatcong
active,"10,378",AR,Hope
active,"16,961",MN,Hopkins
active,"23,142",VA,Hopewell
active,"13,262",NC,Hope Mills
active,"32,076",KY,Hopkinsville
active,"8,848",WA,Hoquiam
active,"13,043",TX,Horizon City
active,"6,254",NY,Horseheads
active,"24,669",MS,Horn Lake
active,"8,508",NY,Hornell
active,"39,467",AR,Hot Springs
active,"32,512",LA,Houma
active,"6,878",MI,Houghton
active,"16,753",WI,Howard
active,"9,694",MI,Howell
active,"2,242,193",TX,Houston
active,"7,688",OH,Hubbard
active,"37,148",OH,Huber Heights
active,"12,196",WI,Hudson
active,"4,310",TX,Hudson
active,"23,037",OH,Hudson
active,"6,925",NY,Hudson
active,"6,644",NY,Hudson Falls
active,"15,751",AL,Hueytown
active,"6,997",MI,Hudsonville
active,"6,312",CA,Hughson
active,"5,390",OK,Hugo
active,"13,139",MN,Hugo
active,"14,899",TX,Humble
active,"9,159",TN,Humboldt
active,"4,424",PA,Hummelstown
active,"44,054",NC,Huntersville
active,"4,577",TX,Hunters Creek Village
active,"6,112",IN,Huntingburg
active,"6,759",PA,Huntingdon
active,"49,185",WV,Huntington
active,"16,521",IN,Huntington
active,"192,620",CA,Huntington Beach
active,"60,898",CA,Huntington Park
active,"5,811",MI,Huntington Woods
active,"22,923",IL,Huntley
active,"176,645",AL,Huntsville
active,"38,480",TX,Huntsville
active,"7,348",OH,Huron
active,"11,033",SD,Huron
active,"7,606",CA,Huron
active,"38,550",TX,Hurst
active,"6,335",WV,Hurricane
active,"13,321",UT,Hurricane
active,"4,423",KY,Hurstbourne
active,"13,913",MN,Hutchinson
active,"40,889",KS,Hutchinson
active,"13,599",TX,Hutto
active,"7,636",UT,Hyrum
active,"15,376",MD,Hyattsville
active,"8,015",NY,Ilion
active,"6,851",OK,Idabel
active,"54,334",ID,Idaho Falls
active,"13,648",CA,Imperial
active,"26,543",CA,Imperial Beach
active,"9,375",OR,Independence
active,"6,770",OH,Independence
active,"21,694",KY,Independence
active,"110,440",MO,Independence
active,"9,245",KS,Independence
active,"6,119",IA,Independence
active,"8,311",FL,Indian Harbour Beach
active,"18,976",NC,Indian Trail
active,"5,143",FL,Indian Rocks Beach
active,"5,177",CA,Indian Wells
active,"14,754",PA,Indiana
active,"798,382",IN,Indianapolis
active,"10,805",MS,Indianola
active,"84,443",CA,Indio
active,"14,361",IA,Indianola
active,"5,906",MN,International Falls
active,"112,714",CA,Inglewood
active,"9,039",TX,Ingleside
active,"26,621",MI,Inkster
active,"33,383",MN,Inver Grove Heights
active,"7,673",IL,Inverness
active,"7,276",FL,Inverness
active,"5,782",KS,Iola
active,"67,831",IA,Iowa City
active,"7,480",CA,Ione
active,"12,589",MI,Ionia
active,"4,965",IA,Iowa Falls
active,"6,276",TX,Iowa Park
active,"9,677",AL,Irondale
active,"11,684",SC,Irmo
active,"7,763",MI,Iron Mountain
active,"11,307",OH,Ironton
active,"5,368",MI,Ironwood
active,"207,500",CA,Irvine
active,"6,666",NY,Irvington
active,"6,123",MN,Isanti
active,"201,358",TX,Irving
active,"6,480",MI,Ishpeming
active,"6,323",FL,"Islamorada, Village of Islands"
active,"4,806",NY,Island Park
active,"8,588",IL,Island Lake
active,"24,057",WA,Issaquah
active,"4,678",SC,Isle of Palms
active,"8,617",IL,Itasca
active,"29,763",NY,Ithaca
active,"7,870",UT,Ivins
active,"9,923",TX,Jacinto City
active,"4,493",TX,Jacksboro
active,"9,806",WY,Jackson
active,"63,158",TN,Jackson
active,"6,755",WI,Jackson
active,"6,138",OH,Jackson
active,"173,861",MS,Jackson
active,"13,744",MO,Jackson
active,"33,518",MI,Jackson
active,"4,496",GA,Jackson
active,"4,320",CA,Jackson
active,"14,367",TX,Jacksonville
active,"5,101",AL,Jackson
active,"76,233",NC,Jacksonville
active,"19,415",IL,Jacksonville
active,"807,815",FL,Jacksonville
active,"31,351",AR,Jacksonville
active,"10,077",AL,Jacksonville
active,"21,673",FL,Jacksonville Beach
active,"6,367",NJ,Jamesburg
active,"29,463",NY,Jamestown
active,"14,630",ND,Jamestown
active,"14,116",IN,Jasper
active,"62,516",WI,Janesville
active,"14,131",AL,Jasper
active,"7,353",TX,Jasper
active,"5,889",LA,Jeanerette
active,"9,859",PA,Jeannette
active,"8,156",TN,Jefferson City
active,"7,822",WI,Jefferson
active,"7,911",GA,Jefferson
active,"40,771",MO,Jefferson City
active,"9,660",PA,Jefferson Hills
active,"26,226",KY,Jeffersontown
active,"4,299",PA,Jenkintown
active,"30,479",IN,Jeffersonville
active,"14,625",MO,Jennings
active,"15,590",OK,Jenks
active,"10,529",LA,Jennings
active,"9,157",ID,Jerome
active,"4,302",PA,Jersey Shore
active,"241,114",NJ,Jersey City
active,"7,279",TX,Jersey Village
active,"8,373",IL,Jerseyville
active,"4,550",PA,Jessup
active,"10,459",GA,Jesup
active,"4,863",PA,Jim Thorpe
active,"59,431",GA,Johns Creek
active,"6,734",IL,Johnsburg
active,"61,990",TN,Johnson City
active,"14,727",NY,Johnson City
active,"21,641",PA,Johnstown
active,"15,691",IA,Johnston
active,"8,438",NY,Johnstown
active,"9,309",CO,Johnstown
active,"146,125",IL,Joliet
active,"63,960",AR,Jonesboro
active,"49,775",MO,Joplin
active,"5,221",TN,Jonesborough
active,"5,445",MN,Jordan
active,"5,812",TX,Joshua
active,"4,315",TX,Jourdanton
active,"5,618",OR,Junction City
active,"20,671",KS,Junction City
active,"30,988",AK,Juneau
active,"48,879",FL,Jupiter
active,"12,452",IL,Justice
active,"72,179",MI,Kalamazoo
active,"21,182",MT,Kalispell
active,"26,710",IL,Kankakee
active,"42,521",NC,Kannapolis
active,"451,572",MO,Kansas City
active,"142,562",KS,Kansas City
active,"5,053",LA,Kaplan
active,"4,315",NY,Kaser
active,"15,414",WI,Kaukauna
active,"8,794",TX,Kaufman
active,"13,913",TX,Katy
active,"5,564",MN,Kasson
active,"25,820",UT,Kaysville
active,"30,417",NE,Kearney
active,"10,550",NJ,Keansburg
active,"6,350",TX,Keene
active,"36,746",NJ,Kearny
active,"22,407",NH,Keene
active,"8,599",MO,Kearney
active,"35,864",OR,Keizer
active,"7,742",AK,Kenai
active,"38,951",TX,Keller
active,"12,188",WA,Kelso
active,"10,452",IN,Kendallville
active,"7,619",NJ,Kenilworth
active,"20,374",WA,Kenmore
active,"7,115",TX,Kennedale
active,"31,628",GA,Kennesaw
active,"15,002",NY,Kenmore
active,"66,942",LA,Kenner
active,"4,300",FL,Kenneth City
active,"10,707",MO,Kennett
active,"63,216",WA,Kennewick
active,"5,270",PA,Kennett Square
active,"96,950",WI,Kenosha
active,"83,978",WA,Kent
active,"27,983",OH,Kent
active,"8,052",OH,Kenton
active,"12,737",CA,Kerman
active,"47,419",MI,Kentwood
active,"10,387",IA,Keokuk
active,"5,231",TX,Kermit
active,"22,392",NC,Kernersville
active,"7,280",AK,Ketchikan
active,"22,821",TX,Kerrville
active,"53,708",OH,Kettering
active,"12,302",IL,Kewanee
active,"9,735",FL,Key Biscayne
active,"22,364",FL,Key West
active,"7,476",NJ,Keyport
active,"5,230",WV,Keyser
active,"12,010",TX,Kilgore
active,"6,642",NC,Kill Devil Hills
active,"116,934",TX,Killeen
active,"6,244",WI,Kimberly
active,"6,906",NC,King
active,"11,627",CA,King City
active,"4,343",OK,Kingfisher
active,"27,817",AZ,Kingman
active,"11,175",NC,Kings Mountain
active,"5,394",NY,Kings Point
active,"11,064",CA,Kingsburg
active,"5,297",MI,Kingsford
active,"13,659",GA,Kingsland
active,"44,473",TN,Kingsport
active,"12,943",PA,Kingston
active,"5,607",TN,Kingston
active,"22,441",NY,Kingston
active,"24,702",TX,Kingsville
active,"9,582",NJ,Kinnelon
active,"22,360",NC,Kinston
active,"47,303",WA,Kirkland
active,"8,606",TX,Kirby
active,"26,760",MO,Kirkwood
active,"17,368",MO,Kirksville
active,"21,793",NY,Kiryas Joel
active,"62,291",FL,Kissimmee
active,"4,356",PA,Kittanning
active,"7,362",OH,Kirtland
active,"20,276",OR,Klamath Falls
active,"8,174",NC,Knightdale
active,"45,694",IN,Kokomo
active,"6,228",AK,Kodiak
active,"7,254",IA,Knoxville
active,"184,802",TN,Knoxville
active,"7,371",MS,Kosciusko
active,"4,309",TX,Krum
active,"6,927",WI,Kronenwetter
active,"13,354",ID,Kuna
active,"5,074",PA,Kutztown
active,"26,103",TX,Kyle
active,"50,902",WI,La Crosse
active,"7,023",TX,La Feria
active,"20,671",CA,La Ca兀da Flintridge
active,"4,912",MN,La Crescent
active,"8,194",TN,La Follette
active,"6,286",KY,La Grange
active,"4,709",TX,La Grange
active,"15,244",IL,La Grange
active,"12,404",IL,La Grange Park
active,"12,682",OR,La Grande
active,"5,893",CA,La Habra Heights
active,"59,155",CA,La Habra
active,"14,236",TX,La Marque
active,"4,795",TX,La Joya
active,"7,046",CO,La Junta
active,"15,603",CA,La Palma
active,"54,673",CA,La Mesa
active,"49,809",CA,La Mirada
active,"8,879",MD,La Plata
active,"34,274",TX,La Porte
active,"40,642",CA,La Puente
active,"21,174",IN,La Porte
active,"4,487",UT,La Verkin
active,"43,865",CA,La Quinta
active,"30,034",TN,La Vergne
active,"33,623",CA,La Verne
active,"16,643",NE,La Vista
active,"5,883",TX,Lacy-Lakeview
active,"4,806",FL,LaBelle
active,"17,065",NH,Laconia
active,"40,702",WA,Lacey
active,"17,588",NY,Lackawanna
active,"8,193",MO,Ladue
active,"113,656",LA,Lafayette
active,"14,940",FL,Lady Lake
active,"64,049",IN,Lafayette
active,"4,426",TN,Lafayette
active,"7,536",GA,LaFayette
active,"25,065",CO,Lafayette
active,"25,011",CA,Lafayette
active,"6,293",TX,Lago Vista
active,"23,995",CA,Laguna Beach
active,"28,401",GA,LaGrange
active,"31,838",CA,Laguna Hills
active,"18,170",CA,Laguna Woods
active,"64,469",CA,Laguna Niguel
active,"4,508",FL,Lake Alfred
active,"6,222",IL,Lake Bluff
active,"4,975",IL,Lake Barrington
active,"71,061",LA,Lake Charles
active,"6,666",SC,Lake City
active,"5,285",MN,Lake City
active,"12,427",FL,Lake City
active,"7,811",TX,Lake Dallas
active,"7,484",MN,Lake Elmo
active,"50,952",CA,Lake Elsinore
active,"75,566",CA,Lake Forest
active,"20,990",IL,Lake Forest
active,"12,438",WA,Lake Forest Park
active,"8,371",WI,Lake Geneva
active,"4,467",WI,Lake Hallie
active,"10,948",NY,Lake Grove
active,"27,417",TX,Lake Jackson
active,"56,553",AZ,Lake Havasu City
active,"29,698",IL,Lake in the Hills
active,"15,143",FL,Lake Mary
active,"8,668",FL,Lake Park
active,"36,926",OR,Lake Oswego
active,"5,557",WI,Lake Mills
active,"14,160",MO,Lake St. Louis
active,"13,246",IN,Lake Station
active,"13,599",WA,Lake Stevens
active,"4,810",TX,Lake Worth
active,"35,513",FL,Lake Worth
active,"8,709",IL,Lake Villa
active,"14,474",FL,Lake Wales
active,"20,610",IL,Lake Zurich
active,"8,093",TN,Lakeland
active,"93,333",FL,Lakeland
active,"5,748",IL,Lakemoor
active,"5,142",CA,Lakeport
active,"54,542",MN,Lakeville
active,"11,193",TX,Lakeway
active,"56,983",WA,Lakewood
active,"50,704",OH,Lakewood
active,"140,989",CO,Lakewood
active,"78,444",CA,Lakewood
active,"4,474",MO,Lamar
active,"7,953",CO,Lamar
active,"8,880",TX,Lamesa
active,"7,975",TX,Lampasas
active,"35,761",TX,Lancaster
active,"9,981",SC,Lancaster
active,"54,626",PA,Lancaster
active,"11,108",NY,Lancaster
active,"36,976",OH,Lancaster
active,"4,403",KY,Lancaster
active,"145,469",CA,Lancaster
active,"7,264",WY,Lander
active,"7,121",AL,Lanett
active,"15,526",PA,Lansdale
active,"10,691",KS,Lansing
active,"113,968",MI,Lansing
active,"10,638",PA,Lansdowne
active,"26,672",IL,Lansing
active,"10,071",FL,Lantana
active,"9,018",MI,Lapeer
active,"27,664",WY,Laramie
active,"6,567",NY,Larchmont
active,"221,659",TX,Laredo
active,"72,732",FL,Largo
active,"11,693",CA,Larkspur
active,"91,865",NM,Las Cruces
active,"4,435",PA,Larksville
active,"558,383",NV,Las Vegas
active,"9,520",IL,LaSalle
active,"17,197",CA,Lathrop
active,"13,818",NM,Las Vegas
active,"8,347",PA,Latrobe
active,"5,831",FL,Lauderdale-by-the-Sea
active,"31,004",FL,Lauderdale Lakes
active,"6,605",MT,Laurel
active,"18,693",MS,Laurel
active,"67,073",FL,Lauderhill
active,"22,329",MD,Laurel
active,"31,346",CA,Lawndale
active,"9,599",SC,Laurens
active,"6,573",NY,Lawrence
active,"70,014",MA,Lawrence
active,"15,548",NC,Laurinburg
active,"90,520",KS,Lawrence
active,"10,778",TN,Lawrenceburg
active,"9,978",KY,Lawrenceburg
active,"4,382",IL,Lawrenceville
active,"43,247",IN,Lawrence
active,"4,791",IN,Lawrenceburg
active,"29,258",GA,Lawrenceville
active,"90,091",OK,Lawton
active,"65,514",UT,Layton
active,"9,127",IA,Le Mars
active,"71,222",TX,League City
active,"25,424",TX,Leander
active,"34,729",KS,Leavenworth
active,"31,342",KS,Leawood
active,"24,648",TN,Lebanon
active,"24,097",PA,Lebanon
active,"15,397",OR,Lebanon
active,"20,535",OH,Lebanon
active,"15,400",IN,Lebanon
active,"12,806",NH,Lebanon
active,"84,208",MO,Lee's Summit
active,"14,336",MO,Lebanon
active,"5,973",KY,Lebanon
active,"4,477",IL,Lebanon
active,"11,312",AL,Leeds
active,"39,641",VA,Leesburg
active,"5,428",PA,Lehighton
active,"46,802",UT,Lehi
active,"22,113",FL,Leesburg
active,"5,704",LA,Leesville
active,"6,537",KY,Leitchfield
active,"5,094",NC,Leland
active,"4,790",MS,Leland
active,"24,089",CA,Lemon Grove
active,"16,176",IL,Lemont
active,"23,873",CA,Lemoore
active,"17,890",NC,Lenoir
active,"41,055",MA,Leominster
active,"46,822",KS,Lenexa
active,"8,010",TN,Lenoir City
active,"10,269",TX,Leon Valley
active,"8,597",NJ,Leonia
active,"35,131",ME,Lewiston
active,"5,454",PA,Lewisburg
active,"12,450",TX,Levelland
active,"11,003",TN,Lewisburg
active,"31,764",ID,Lewiston
active,"8,528",PA,Lewistown
active,"5,954",MT,Lewistown
active,"101,624",TX,Lewisville
active,"12,878",NC,Lewisville
active,"7,860",TN,Lexington
active,"7,003",VA,Lexington
active,"15,901",SC,Lexington
active,"10,126",NE,Lexington
active,"282,114",KY,Lexington
active,"20,407",NC,Lexington
active,"8,347",TX,Liberty
active,"20,074",KS,Liberal
active,"4,551",MO,Lexington
active,"30,568",MO,Liberty
active,"21,843",IL,Libertyville
active,"7,018",WA,Liberty Lake
active,"11,118",FL,Lighthouse Point
active,"4,530",IN,Ligonier
active,"11,599",GA,Lilburn
active,"43,602",CA,Lincoln
active,"251,624",NE,Lincoln
active,"14,541",IL,Lincoln
active,"37,829",OH,Lima
active,"5,846",AL,Lincoln
active,"8,066",OR,Lincoln City
active,"10,635",NJ,Lincoln Park
active,"35,317",MI,Lincoln Park
active,"7,960",IL,Lincolnshire
active,"10,859",NC,Lincolnton
active,"11,810",IL,Lincolnwood
active,"4,687",TX,Lindale
active,"39,162",NJ,Linden
active,"14,695",IL,Lindenhurst
active,"28,620",NY,Lindenhurst
active,"10,466",UT,Lindon
active,"17,485",NJ,Lindenwold
active,"10,571",CA,Lindsay
active,"20,174",MN,Lino Lakes
active,"5,696",IN,Linton
active,"7,216",NJ,Linwood
active,"6,560",MN,Litchfield
active,"23,135",IL,Lisle
active,"6,647",IL,Litchfield
active,"5,126",AZ,Litchfield Park
active,"9,570",MN,Little Canada
active,"24,947",TX,Little Elm
active,"9,034",PA,Lititz
active,"11,121",WI,Little Chute
active,"4,867",NY,Little Falls
active,"8,121",MN,Little Falls
active,"189,515",AR,Little Rock
active,"10,477",NJ,Little Ferry
active,"5,929",TX,Littlefield
active,"6,119",NJ,Little Silver
active,"6,203",TX,Livingston
active,"8,245",CA,Live Oak
active,"40,777",CO,Littleton
active,"80,188",CA,Livermore
active,"13,142",TX,Live Oak
active,"7,215",FL,Live Oak
active,"7,500",MT,Livingston
active,"13,400",CA,Livingston
active,"91,220",MI,Livonia
active,"8,541",PA,Lock Haven
active,"4,800",CO,Lochbuie
active,"13,661",TX,Lockhart
active,"24,810",IL,Lockport
active,"20,630",NY,Lockport
active,"4,811",GA,Locust Grove
active,"23,776",NJ,Lodi
active,"61,301",CA,Lodi
active,"48,657",UT,Logan
active,"7,436",OH,Logan
active,"18,663",IN,Logansport
active,"10,562",GA,Loganville
active,"21,601",CA,Loma Linda
active,"42,890",IL,Lombard
active,"20,156",CA,Lomita
active,"41,099",CA,Lompoc
active,"9,587",OH,London
active,"5,276",OK,Lone Grove
active,"35,698",NY,Long Beach
active,"9,348",CO,Lone Tree
active,"7,962",KY,London
active,"12,234",MS,Long Beach
active,"463,789",CA,Long Beach
active,"32,622",NJ,Long Branch
active,"8,101",IL,Long Grove
active,"7,309",FL,Longboat Key
active,"4,944",NC,Long View
active,"85,928",CO,Longmont
active,"36,562",WA,Longview
active,"77,211",TX,Longview
active,"13,493",FL,Longwood
active,"6,795",CA,Loomis
active,"11,656",CA,Los Alamitos
active,"70,239",OH,Lorain
active,"4,600",AR,Lonoke
active,"28,349",CA,Los Altos
active,"8,592",CA,Los Altos Hills
active,"3,833,995",CA,Los Angeles
active,"34,968",CA,Los Banos
active,"29,320",CA,Los Gatos
active,"5,538",TX,Los Fresnos
active,"14,153",NM,Los Lunas
active,"5,622",NM,Los Ranchos de Albuquerque
active,"12,087",PA,Lower Burrell
active,"4,921",TN,Loudon
active,"9,459",OH,Louisville
active,"6,604",MS,Louisville
active,"65,587",CO,Loveland
active,"11,734",OH,Loveland
active,"557,224",KY,Louisville
active,"19,133",CO,Louisville
active,"24,457",IL,Loves Park
active,"9,975",NM,Lovington
active,"103,615",MA,Lowell
active,"7,173",AR,Lowell
active,"8,405",IN,Lowell
active,"4,914",TX,Lucas
active,"220,483",TX,Lubbock
active,"8,324",MI,Ludington
active,"4,808",KY,Ludlow
active,"34,530",TX,Lufkin
active,"5,458",TX,Luling
active,"4,843",VA,Luray
active,"22,006",NC,Lumberton
active,"10,354",TX,Lumberton
active,"4,425",MN,Luverne
active,"19,852",NY,Lynbrook
active,"13,848",OH,Lyndhurst
active,"6,195",TN,Lynchburg
active,"72,596",VA,Lynchburg
active,"11,737",WA,Lynden
active,"86,957",MA,Lynn
active,"15,254",FL,Lynn Haven
active,"11,242",KY,Lyndon
active,"33,572",WA,Lynnwood
active,"8,519",IL,Lynwood
active,"4,515",GA,Lyons
active,"70,025",CA,Lynwood
active,"10,250",IL,Lyons
active,"6,032",FL,Macclenny
active,"10,435",OH,Macedonia
active,"19,736",IL,Macomb
active,"22,815",IL,Machesney Park
active,"5,489",MO,Macon
active,"8,558",OH,Madeira
active,"4,339",FL,Madeira Beach
active,"92,775",GA,Macon
active,"6,482",SD,Madison
active,"231,916",WI,Madison
active,"56,700",CA,Madera
active,"12,716",IN,Madison
active,"16,009",NJ,Madison
active,"17,681",MS,Madison
active,"4,554",IL,Madison
active,"38,714",AL,Madison
active,"29,531",MI,Madison Heights
active,"4,372",TX,Madisonville
active,"4,714",TN,Madisonville
active,"19,106",KY,Madisonville
active,"6,011",OR,Madras
active,"4,332",MS,Magee
active,"4,328",NJ,Magnolia
active,"11,081",AR,Magnolia
active,"4,375",PA,Mahanoy City
active,"6,422",IL,Mahomet
active,"14,931",FL,Maitland
active,"4,481",MO,Malden
active,"8,025",MN,Mahtomedi
